CustomerID,Age,Gender,Location,RegisteredDate,EmailAddress,PhoneNumber,TotalSpend,NumberOfOrders,NumberOfReturnedOrders,NumberOfCanceledOrders
CUST126546,63,Male,Bloemfontein,5/1/2023,customer26545@example.com,721006106,1762,67,9,40
CUST126547,35,Female,Durban,3/28/2023,customer26546@example.com,721026287,2498.6,67,32,15
CUST126548,55,Male,Cape Town,9/18/2023,customer26547@example.com,721015641,4987.71,60,13,19
CUST126549,24,Male,Johannesburg,2/8/2023,customer26548@example.com,721011639,5480.19,90,44,8
CUST126550,48,Male,Durban,3/11/2023,customer26549@example.com,721004217,7283.96,82,39,18
CUST126551,25,Male,Bloemfontein,1/18/2023,customer26550@example.com,721016291,7734.15,81,40,29
CUST126552,60,Female,Bloemfontein,9/3/2023,customer26551@example.com,721023993,624.076,41,5,0
CUST126553,18,Non-binary,Bloemfontein,11/15/2023,customer26552@example.com,721021589,704.304,17,3,10
CUST126554,27,Female,Cape Town,7/4/2023,customer26553@example.com,721029243,427.837,14,0,6
CUST126555,28,Female,Johannesburg,1/8/2024,customer26554@example.com,721024959,146.99,2,0,1
CUST126556,41,Non-binary,Pretoria,1/1/2024,customer26555@example.com,721000476,4819.76,98,42,20
CUST126557,40,Male,Pretoria,12/13/2023,customer26556@example.com,721010395,3288.25,61,4,34
CUST126558,64,Male,Pretoria,6/10/2023,customer26557@example.com,721021395,286.058,83,21,0
CUST126559,62,Non-binary,Bloemfontein,3/22/2023,customer26558@example.com,721015156,2042.87,40,5,22
CUST126560,61,Female,Cape Town,12/10/2023,customer26559@example.com,721023826,2512.23,38,10,3
CUST126561,37,Male,Pretoria,4/14/2023,customer26560@example.com,721025218,6122.48,88,16,0
CUST126562,30,Female,Durban,1/7/2024,customer26561@example.com,721002303,4386.76,67,10,4
CUST126563,52,Non-binary,Johannesburg,1/2/2023,customer26562@example.com,721024677,3329.64,37,1,16
CUST126564,22,Non-binary,Johannesburg,1/15/2023,customer26563@example.com,721027011,92.7436,44,18,20
CUST126565,23,Male,Pretoria,7/17/2023,customer26564@example.com,721030078,1109.63,36,7,29
CUST126566,40,Female,Johannesburg,3/2/2023,customer26565@example.com,721008503,3834.44,57,7,8
CUST126567,26,Male,Durban,1/24/2024,customer26566@example.com,721018245,598.44,80,25,1
CUST126568,42,Non-binary,Johannesburg,4/4/2023,customer26567@example.com,721026307,373.334,13,3,0
CUST126569,24,Male,Durban,9/24/2023,customer26568@example.com,721031294,654.301,51,10,38
CUST126570,60,Female,Bloemfontein,11/22/2023,customer26569@example.com,721017315,3355.12,38,4,20
CUST126571,43,Male,Durban,7/4/2023,customer26570@example.com,721026561,2623.08,68,25,37
CUST126572,48,Non-binary,Durban,3/19/2023,customer26571@example.com,721007404,1066.69,26,0,12
CUST126573,60,Male,Pretoria,3/19/2023,customer26572@example.com,721005108,5507.06,64,5,24
CUST126574,35,Female,Pretoria,7/25/2023,customer26573@example.com,721017681,6485.02,67,24,2
CUST126575,66,Female,Johannesburg,8/21/2023,customer26574@example.com,721016352,4801.4,80,5,43
CUST126576,23,Male,Cape Town,8/22/2023,customer26575@example.com,721022509,1218.79,44,1,43
CUST126577,44,Non-binary,Johannesburg,7/19/2023,customer26576@example.com,721029909,3421.99,67,19,6
CUST126578,57,Male,Johannesburg,5/26/2023,customer26577@example.com,721001702,804.003,97,5,45
CUST126579,41,Non-binary,Johannesburg,5/21/2023,customer26578@example.com,721000361,2104.26,80,17,43
CUST126580,58,Female,Pretoria,2/24/2023,customer26579@example.com,721020255,894.241,15,1,0
CUST126581,45,Female,Johannesburg,1/20/2023,customer26580@example.com,721026081,6911.61,92,38,25
CUST126582,49,Female,Durban,12/7/2023,customer26581@example.com,721029459,135.809,2,1,0
CUST126583,18,Female,Durban,9/11/2023,customer26582@example.com,721027846,3497.21,50,0,38
CUST126584,43,Male,Bloemfontein,10/27/2023,customer26583@example.com,721027928,1332.64,15,6,1
CUST126585,67,Female,Johannesburg,6/26/2023,customer26584@example.com,721030182,2201.03,94,28,36
CUST126586,60,Non-binary,Durban,9/6/2023,customer26585@example.com,721011787,997.678,20,3,8
CUST126587,55,Female,Bloemfontein,7/24/2023,customer26586@example.com,721007462,665.384,9,1,2
CUST126588,56,Female,Durban,9/28/2023,customer26587@example.com,721011202,3078.71,93,4,83
CUST126589,22,Non-binary,Pretoria,7/10/2023,customer26588@example.com,721013249,95.9817,1,0,1
CUST126590,25,Non-binary,Pretoria,4/13/2023,customer26589@example.com,721018931,769.169,51,24,16
CUST126591,69,Male,Cape Town,6/1/2023,customer26590@example.com,721018920,2953.49,58,19,9
CUST126592,52,Male,Durban,6/7/2023,customer26591@example.com,721030893,6125.8,94,18,51
CUST126593,39,Non-binary,Bloemfontein,7/3/2023,customer26592@example.com,721006118,2883.85,80,16,44
CUST126594,68,Male,Cape Town,8/2/2023,customer26593@example.com,721006106,896.686,70,21,30
CUST126595,56,Non-binary,Bloemfontein,9/15/2023,customer26594@example.com,721016693,6231.15,92,38,43
CUST126596,38,Male,Bloemfontein,1/10/2023,customer26595@example.com,721021922,485.622,15,0,9
CUST126597,37,Male,Cape Town,11/21/2023,customer26596@example.com,721000290,269.492,13,4,4
CUST126598,24,Female,Pretoria,1/26/2023,customer26597@example.com,721026026,81.4809,2,1,1
CUST126599,53,Male,Durban,6/27/2023,customer26598@example.com,721008174,224.946,9,4,4
CUST126600,46,Male,Cape Town,5/6/2023,customer26599@example.com,721010619,470.031,56,15,17
CUST126601,70,Male,Durban,1/11/2024,customer26600@example.com,721026781,2207.38,50,11,39
CUST126602,28,Non-binary,Johannesburg,4/16/2023,customer26601@example.com,721016031,134.695,2,0,2
CUST126603,66,Non-binary,Pretoria,1/5/2024,customer26602@example.com,721002760,278.827,53,15,11
CUST126604,67,Non-binary,Durban,7/1/2023,customer26603@example.com,721030001,629.329,26,4,12
CUST126605,41,Female,Johannesburg,10/18/2023,customer26604@example.com,721012581,1032.53,29,4,21
CUST126606,61,Female,Pretoria,6/3/2023,customer26605@example.com,721000502,468.827,6,0,3
CUST126607,68,Non-binary,Pretoria,2/19/2023,customer26606@example.com,721027828,1367.3,99,31,42
CUST126608,48,Female,Pretoria,3/8/2023,customer26607@example.com,721024885,2210.04,58,2,56
CUST126609,44,Female,Johannesburg,10/7/2023,customer26608@example.com,721013736,5271.34,58,17,29
CUST126610,29,Female,Johannesburg,5/18/2023,customer26609@example.com,721025577,5221.52,67,30,5
CUST126611,25,Female,Cape Town,7/22/2023,customer26610@example.com,721032386,3314.76,46,23,9
CUST126612,27,Male,Durban,10/18/2023,customer26611@example.com,721022275,1080.07,49,0,31
CUST126613,66,Female,Durban,3/13/2023,customer26612@example.com,721031488,5652.53,60,20,16
CUST126614,47,Non-binary,Bloemfontein,7/12/2023,customer26613@example.com,721011481,3483.72,70,5,16
CUST126615,29,Male,Johannesburg,6/12/2023,customer26614@example.com,721007111,4907.41,86,40,46
CUST126616,41,Male,Johannesburg,12/12/2023,customer26615@example.com,721006898,1933.04,57,10,17
CUST126617,37,Male,Johannesburg,1/13/2023,customer26616@example.com,721010485,1415.4,97,20,76
CUST126618,38,Female,Pretoria,1/5/2024,customer26617@example.com,721019147,277.194,9,2,1
CUST126619,43,Non-binary,Cape Town,9/1/2023,customer26618@example.com,721010494,1214.78,94,26,58
CUST126620,49,Non-binary,Pretoria,2/25/2023,customer26619@example.com,721006736,1105.17,69,9,31
CUST126621,34,Female,Cape Town,8/25/2023,customer26620@example.com,721011903,4581.8,85,25,38
CUST126622,37,Non-binary,Cape Town,2/1/2023,customer26621@example.com,721002328,5411.1,82,40,25
CUST126623,29,Female,Durban,1/26/2023,customer26622@example.com,721003821,755.158,96,43,29
CUST126624,62,Non-binary,Cape Town,12/26/2023,customer26623@example.com,721025005,2755.84,95,13,5
CUST126625,56,Male,Johannesburg,8/24/2023,customer26624@example.com,721013642,728.867,77,19,54
CUST126626,48,Female,Bloemfontein,7/8/2023,customer26625@example.com,721000607,506.201,61,3,10
CUST126627,70,Non-binary,Pretoria,10/21/2023,customer26626@example.com,721003913,1312.81,31,7,10
CUST126628,33,Female,Pretoria,9/5/2023,customer26627@example.com,721028533,186.376,5,2,1
CUST126629,41,Female,Bloemfontein,5/28/2023,customer26628@example.com,721018558,1172.21,16,2,10
CUST126630,70,Non-binary,Pretoria,2/15/2023,customer26629@example.com,721008381,1951.18,52,9,6
CUST126631,32,Non-binary,Johannesburg,2/20/2023,customer26630@example.com,721030362,5094.37,97,36,45
CUST126632,23,Non-binary,Pretoria,9/25/2023,customer26631@example.com,721022211,1373.58,55,23,1
CUST126633,61,Male,Durban,3/13/2023,customer26632@example.com,721021183,3643.2,63,0,58
CUST126634,33,Male,Pretoria,4/18/2023,customer26633@example.com,721016447,665.559,41,19,7
CUST126635,56,Female,Durban,4/14/2023,customer26634@example.com,721028515,1823.92,65,17,29
CUST126636,28,Non-binary,Cape Town,11/8/2023,customer26635@example.com,721026227,2089.28,23,5,9
CUST126637,70,Female,Durban,11/12/2023,customer26636@example.com,721022385,448.652,6,3,1
CUST126638,58,Non-binary,Pretoria,1/12/2023,customer26637@example.com,721018325,6658.32,72,36,29
CUST126639,32,Female,Durban,12/16/2023,customer26638@example.com,721031356,3908.62,54,4,18
CUST126640,63,Female,Cape Town,4/19/2023,customer26639@example.com,721018552,443.136,34,6,5
CUST126641,56,Female,Johannesburg,10/19/2023,customer26640@example.com,721002879,831.142,38,9,13
CUST126642,55,Non-binary,Pretoria,5/27/2023,customer26641@example.com,721019210,1555,22,11,0
CUST126643,19,Male,Pretoria,12/7/2023,customer26642@example.com,721020673,2811.92,73,20,3
CUST126644,43,Male,Pretoria,6/9/2023,customer26643@example.com,721019822,505.832,61,9,7
CUST126645,46,Non-binary,Durban,12/21/2023,customer26644@example.com,721012252,261.839,4,2,0
CUST126646,49,Male,Johannesburg,12/2/2023,customer26645@example.com,721003506,2133.74,81,13,28
CUST126647,68,Male,Johannesburg,9/26/2023,customer26646@example.com,721012784,4187.94,63,31,13
CUST126648,21,Female,Johannesburg,10/13/2023,customer26647@example.com,721022642,589.345,58,4,45
CUST126649,64,Male,Cape Town,11/6/2023,customer26648@example.com,721022282,551.26,6,0,6
CUST126650,45,Non-binary,Durban,4/16/2023,customer26649@example.com,721029925,2585.93,36,5,27
CUST126651,37,Female,Johannesburg,9/14/2023,customer26650@example.com,721025806,4144.28,91,7,52
CUST126652,62,Female,Bloemfontein,12/11/2023,customer26651@example.com,721007983,2391.99,37,1,4
CUST126653,59,Non-binary,Cape Town,12/28/2023,customer26652@example.com,721028891,59.8028,1,0,0
CUST126654,34,Male,Durban,10/23/2023,customer26653@example.com,721016875,497.955,9,4,2
CUST126655,38,Male,Pretoria,11/18/2023,customer26654@example.com,721027787,113.312,2,1,1
CUST126656,35,Non-binary,Bloemfontein,6/24/2023,customer26655@example.com,721012859,599.239,47,15,30
CUST126657,25,Non-binary,Pretoria,12/21/2023,customer26656@example.com,721018742,718.54,78,17,56
CUST126658,43,Female,Bloemfontein,7/17/2023,customer26657@example.com,721009719,82.774,1,0,1
CUST126659,29,Non-binary,Cape Town,12/25/2023,customer26658@example.com,721014182,6746.94,71,28,19
CUST126660,21,Male,Pretoria,6/14/2023,customer26659@example.com,721000419,973.224,38,4,14
CUST126661,26,Non-binary,Cape Town,5/17/2023,customer26660@example.com,721022683,1237.55,61,29,16
CUST126662,26,Male,Bloemfontein,9/15/2023,customer26661@example.com,721001111,651.852,8,1,4
CUST126663,36,Male,Pretoria,9/8/2023,customer26662@example.com,721019090,4980.96,86,9,46
CUST126664,34,Male,Bloemfontein,1/11/2023,customer26663@example.com,721020931,885.686,17,8,3
CUST126665,63,Non-binary,Cape Town,8/22/2023,customer26664@example.com,721003113,1261.5,31,7,9
CUST126666,43,Non-binary,Cape Town,3/6/2023,customer26665@example.com,721030443,233.324,38,10,26
CUST126667,56,Non-binary,Pretoria,2/4/2023,customer26666@example.com,721012122,3783.94,96,21,33
CUST126668,57,Male,Durban,8/12/2023,customer26667@example.com,721021594,2086.6,41,20,5
CUST126669,63,Non-binary,Cape Town,6/15/2023,customer26668@example.com,721026847,161.908,35,9,21
CUST126670,49,Female,Pretoria,2/14/2023,customer26669@example.com,721026837,1948,21,8,8
CUST126671,49,Male,Durban,6/17/2023,customer26670@example.com,721009602,483.222,9,3,4
CUST126672,38,Male,Cape Town,9/4/2023,customer26671@example.com,721023004,5212.04,76,20,28
CUST126673,28,Male,Johannesburg,7/21/2023,customer26672@example.com,721011809,383.912,19,1,5
CUST126674,57,Non-binary,Cape Town,9/25/2023,customer26673@example.com,721023410,4894.34,68,1,58
CUST126675,48,Male,Pretoria,1/11/2024,customer26674@example.com,721024303,646.205,21,3,6
CUST126676,29,Male,Durban,11/1/2023,customer26675@example.com,721020233,2105.34,68,15,32
CUST126677,50,Male,Bloemfontein,1/11/2024,customer26676@example.com,721023421,6648.75,83,14,64
CUST126678,53,Male,Durban,11/14/2023,customer26677@example.com,721010632,1648.69,36,16,1
CUST126679,50,Female,Durban,12/6/2023,customer26678@example.com,721018569,9275.73,95,23,6
CUST126680,61,Male,Johannesburg,5/28/2023,customer26679@example.com,721031421,471.64,79,23,6
CUST126681,50,Non-binary,Durban,4/18/2023,customer26680@example.com,721015789,1266.25,26,2,15
CUST126682,54,Female,Pretoria,5/19/2023,customer26681@example.com,721023742,4012.96,85,18,54
CUST126683,60,Male,Pretoria,12/13/2023,customer26682@example.com,721009310,1318.72,18,9,9
CUST126684,53,Male,Bloemfontein,7/23/2023,customer26683@example.com,721012296,114.566,3,1,2
CUST126685,20,Female,Pretoria,9/10/2023,customer26684@example.com,721026334,64.7648,8,0,7
CUST126686,33,Male,Cape Town,3/9/2023,customer26685@example.com,721026963,5429.99,75,9,13
CUST126687,53,Male,Bloemfontein,3/16/2023,customer26686@example.com,721030986,5507.71,92,31,58
CUST126688,18,Female,Bloemfontein,5/24/2023,customer26687@example.com,721026751,2443.06,25,5,0
CUST126689,67,Male,Pretoria,7/28/2023,customer26688@example.com,721013873,2818.3,40,18,1
CUST126690,40,Female,Bloemfontein,1/17/2023,customer26689@example.com,721025609,1672.14,41,17,12
CUST126691,65,Non-binary,Cape Town,7/20/2023,customer26690@example.com,721006742,4317.78,81,14,18
CUST126692,44,Non-binary,Bloemfontein,1/28/2023,customer26691@example.com,721031444,1036.82,58,1,21
CUST126693,50,Non-binary,Pretoria,1/18/2024,customer26692@example.com,721021121,372.597,7,0,5
CUST126694,66,Non-binary,Johannesburg,7/12/2023,customer26693@example.com,721001633,479.464,45,19,26
CUST126695,23,Female,Bloemfontein,9/6/2023,customer26694@example.com,721020253,4410.91,54,9,29
CUST126696,56,Non-binary,Johannesburg,6/6/2023,customer26695@example.com,721024995,8124.7,91,5,18
CUST126697,39,Non-binary,Bloemfontein,10/15/2023,customer26696@example.com,721015462,4861.37,53,1,49
CUST126698,27,Female,Cape Town,1/18/2024,customer26697@example.com,721005388,1115.96,77,7,4
CUST126699,70,Non-binary,Cape Town,11/10/2023,customer26698@example.com,721022645,295.37,22,2,1
CUST126700,44,Male,Johannesburg,12/4/2023,customer26699@example.com,721018062,2413.66,28,9,8
CUST126701,24,Non-binary,Bloemfontein,3/12/2023,customer26700@example.com,721023417,5962,62,23,34
CUST126702,70,Male,Cape Town,4/21/2023,customer26701@example.com,721031903,611.161,22,10,10
CUST126703,43,Non-binary,Pretoria,12/16/2023,customer26702@example.com,721024077,1603.93,29,8,20
CUST126704,54,Female,Johannesburg,10/20/2023,customer26703@example.com,721017802,1512.63,27,8,2
CUST126705,60,Non-binary,Johannesburg,1/11/2024,customer26704@example.com,721010968,7526.92,100,0,46
CUST126706,64,Male,Pretoria,5/23/2023,customer26705@example.com,721014472,207.782,7,2,5
CUST126707,19,Male,Pretoria,8/3/2023,customer26706@example.com,721000979,8735.84,98,35,36
CUST126708,40,Non-binary,Pretoria,1/20/2023,customer26707@example.com,721007290,906.588,11,4,0
CUST126709,48,Male,Johannesburg,2/27/2023,customer26708@example.com,721026858,1531.95,55,2,37
CUST126710,58,Non-binary,Bloemfontein,2/13/2023,customer26709@example.com,721022592,1477.32,21,8,9
CUST126711,38,Male,Johannesburg,12/26/2023,customer26710@example.com,721011480,863.2,20,1,14
CUST126712,21,Non-binary,Bloemfontein,11/26/2023,customer26711@example.com,721015100,2059.27,53,16,30
CUST126713,35,Female,Bloemfontein,8/17/2023,customer26712@example.com,721028262,7919.56,85,41,0
CUST126714,53,Non-binary,Pretoria,8/18/2023,customer26713@example.com,721014017,4715.04,68,16,34
CUST126715,54,Female,Durban,12/27/2023,customer26714@example.com,721012151,362.779,9,1,5
CUST126716,52,Non-binary,Johannesburg,7/7/2023,customer26715@example.com,721026241,1099.09,53,20,29
CUST126717,44,Male,Pretoria,4/19/2023,customer26716@example.com,721004240,1016.76,39,0,21
CUST126718,67,Female,Durban,4/1/2023,customer26717@example.com,721014393,1920.34,72,12,28
CUST126719,70,Male,Cape Town,6/13/2023,customer26718@example.com,721032435,2840.71,43,19,11
CUST126720,63,Male,Pretoria,1/8/2024,customer26719@example.com,721026274,392.694,4,2,2
CUST126721,49,Male,Pretoria,2/9/2023,customer26720@example.com,721012997,3334.07,75,17,24
CUST126722,27,Male,Johannesburg,10/7/2023,customer26721@example.com,721008701,1712.22,29,11,6
CUST126723,27,Male,Johannesburg,11/6/2023,customer26722@example.com,721003295,6120.02,76,29,22
CUST126724,39,Non-binary,Johannesburg,12/6/2023,customer26723@example.com,721028080,8443.78,96,4,76
CUST126725,37,Male,Cape Town,9/8/2023,customer26724@example.com,721027448,928.076,51,13,0
CUST126726,58,Male,Cape Town,12/24/2023,customer26725@example.com,721024770,4662.17,52,19,29
CUST126727,32,Non-binary,Bloemfontein,12/9/2023,customer26726@example.com,721027524,4488.6,75,27,39
CUST126728,46,Male,Cape Town,3/13/2023,customer26727@example.com,721012683,4081.16,57,26,12
CUST126729,39,Male,Johannesburg,2/6/2023,customer26728@example.com,721024317,712.911,22,10,9
CUST126730,54,Female,Johannesburg,6/24/2023,customer26729@example.com,721020746,5724.89,67,14,36
CUST126731,69,Female,Bloemfontein,2/15/2023,customer26730@example.com,721027773,1779.56,31,13,18
CUST126732,61,Male,Johannesburg,4/3/2023,customer26731@example.com,721026807,4787.39,79,14,22
CUST126733,38,Non-binary,Johannesburg,5/19/2023,customer26732@example.com,721014661,6721.16,78,27,38
CUST126734,44,Male,Bloemfontein,8/23/2023,customer26733@example.com,721024027,2290.09,50,13,9
CUST126735,58,Male,Cape Town,6/10/2023,customer26734@example.com,721018533,3181.94,40,18,0
CUST126736,56,Female,Pretoria,2/5/2023,customer26735@example.com,721008107,1546.11,32,12,4
CUST126737,33,Female,Pretoria,4/27/2023,customer26736@example.com,721025066,104.523,42,6,9
CUST126738,22,Non-binary,Bloemfontein,9/17/2023,customer26737@example.com,721002485,1983.56,99,9,33
CUST126739,40,Male,Bloemfontein,10/20/2023,customer26738@example.com,721003637,285.894,60,24,17
CUST126740,66,Male,Bloemfontein,2/10/2023,customer26739@example.com,721006763,1345.66,43,4,25
CUST126741,49,Male,Durban,7/18/2023,customer26740@example.com,721022317,1037.15,25,12,11
CUST126742,59,Non-binary,Cape Town,9/7/2023,customer26741@example.com,721013764,1788.98,27,13,13
CUST126743,34,Male,Cape Town,5/5/2023,customer26742@example.com,721024615,3807.67,48,2,9
CUST126744,20,Non-binary,Durban,6/16/2023,customer26743@example.com,721013911,2413.01,45,18,23
CUST126745,38,Non-binary,Johannesburg,2/12/2023,customer26744@example.com,721020156,131.148,2,0,2
CUST126746,49,Non-binary,Pretoria,9/8/2023,customer26745@example.com,721015188,245.729,26,9,5
CUST126747,45,Female,Bloemfontein,1/28/2023,customer26746@example.com,721016864,1548.66,74,31,5
CUST126748,45,Female,Cape Town,2/24/2023,customer26747@example.com,721000068,5036,96,25,0
CUST126749,28,Male,Cape Town,12/17/2023,customer26748@example.com,721000505,277.785,5,2,3
CUST126750,54,Female,Johannesburg,10/14/2023,customer26749@example.com,721011140,1241.27,65,32,20
CUST126751,47,Male,Johannesburg,2/18/2023,customer26750@example.com,721031693,3253.97,65,23,37
CUST126752,57,Female,Cape Town,4/12/2023,customer26751@example.com,721029386,1740.12,33,13,12
CUST126753,50,Male,Cape Town,1/26/2023,customer26752@example.com,721018808,2135.83,22,3,8
CUST126754,39,Non-binary,Pretoria,6/18/2023,customer26753@example.com,721018749,3667.13,42,2,31
CUST126755,21,Female,Johannesburg,3/18/2023,customer26754@example.com,721022476,4235.56,51,0,20
CUST126756,22,Female,Johannesburg,3/7/2023,customer26755@example.com,721004319,3635.86,38,2,20
CUST126757,52,Non-binary,Durban,1/1/2023,customer26756@example.com,721027592,1521.43,33,7,14
CUST126758,52,Non-binary,Johannesburg,3/25/2023,customer26757@example.com,721004451,2371.65,27,3,7
CUST126759,63,Female,Cape Town,8/26/2023,customer26758@example.com,721015117,463.524,23,3,5
CUST126760,20,Male,Cape Town,3/5/2023,customer26759@example.com,721020644,191.841,3,0,1
CUST126761,27,Male,Bloemfontein,1/28/2023,customer26760@example.com,721017269,4397.07,49,15,18
CUST126762,60,Male,Cape Town,2/23/2023,customer26761@example.com,721025932,212.642,11,5,5
CUST126763,46,Female,Bloemfontein,1/22/2023,customer26762@example.com,721024889,927.281,31,7,11
CUST126764,36,Female,Johannesburg,6/26/2023,customer26763@example.com,721002685,712.798,47,22,10
CUST126765,40,Non-binary,Johannesburg,6/7/2023,customer26764@example.com,721008268,674.827,9,0,3
CUST126766,33,Male,Cape Town,2/25/2023,customer26765@example.com,721011120,449.731,65,3,36
CUST126767,60,Male,Pretoria,4/9/2023,customer26766@example.com,721015571,503.911,39,3,7
CUST126768,18,Non-binary,Cape Town,6/16/2023,customer26767@example.com,721024677,3695.36,75,10,50
CUST126769,43,Male,Pretoria,11/11/2023,customer26768@example.com,721002016,1262.26,60,1,20
CUST126770,31,Non-binary,Bloemfontein,2/10/2023,customer26769@example.com,721031329,69.539,3,0,2
CUST126771,60,Male,Bloemfontein,1/17/2024,customer26770@example.com,721016605,1490.87,15,4,10
CUST126772,56,Non-binary,Cape Town,5/17/2023,customer26771@example.com,721020866,2009.51,79,15,14
CUST126773,33,Male,Bloemfontein,3/19/2023,customer26772@example.com,721014668,2385.28,100,18,33
CUST126774,50,Male,Bloemfontein,8/8/2023,customer26773@example.com,721008700,106.598,26,9,7
CUST126775,65,Female,Johannesburg,8/20/2023,customer26774@example.com,721006078,6970.81,85,16,11
CUST126776,26,Female,Bloemfontein,5/16/2023,customer26775@example.com,721028150,639.972,26,9,10
CUST126777,31,Non-binary,Bloemfontein,11/18/2023,customer26776@example.com,721006200,5767.77,86,35,6
CUST126778,50,Female,Durban,11/23/2023,customer26777@example.com,721009951,4922.24,58,25,7
CUST126779,34,Non-binary,Pretoria,7/24/2023,customer26778@example.com,721002913,3990.43,83,29,1
CUST126780,48,Male,Cape Town,7/21/2023,customer26779@example.com,721024311,83.0495,27,8,18
CUST126781,52,Non-binary,Bloemfontein,5/10/2023,customer26780@example.com,721025376,908.093,87,12,0
CUST126782,61,Non-binary,Cape Town,7/22/2023,customer26781@example.com,721001053,3918.81,69,28,20
CUST126783,65,Male,Pretoria,1/20/2023,customer26782@example.com,721008864,3650.73,39,2,0
CUST126784,54,Female,Cape Town,11/18/2023,customer26783@example.com,721014113,2682.78,96,12,7
CUST126785,39,Non-binary,Pretoria,6/5/2023,customer26784@example.com,721022739,860.897,74,6,55
CUST126786,45,Non-binary,Durban,11/14/2023,customer26785@example.com,721018223,2577.97,51,4,0
CUST126787,61,Male,Johannesburg,8/1/2023,customer26786@example.com,721014306,212.669,24,5,7
CUST126788,51,Non-binary,Johannesburg,1/10/2023,customer26787@example.com,721016137,1400.75,18,6,5
CUST126789,46,Female,Bloemfontein,5/3/2023,customer26788@example.com,721012601,2049.59,100,22,57
CUST126790,29,Non-binary,Johannesburg,9/4/2023,customer26789@example.com,721023084,1203.01,16,3,13
CUST126791,67,Female,Bloemfontein,2/23/2023,customer26790@example.com,721003330,2695.76,36,0,12
CUST126792,27,Male,Cape Town,6/13/2023,customer26791@example.com,721012820,2460.71,80,25,21
CUST126793,35,Female,Durban,1/25/2023,customer26792@example.com,721003415,1312.46,75,37,23
CUST126794,43,Non-binary,Cape Town,11/12/2023,customer26793@example.com,721004155,2175.24,41,15,20
CUST126795,42,Male,Durban,6/14/2023,customer26794@example.com,721008306,276.709,11,4,0
CUST126796,32,Female,Durban,5/1/2023,customer26795@example.com,721008072,283.725,4,1,3
CUST126797,21,Non-binary,Bloemfontein,7/11/2023,customer26796@example.com,721017046,2253.9,92,33,12
CUST126798,31,Non-binary,Cape Town,1/7/2023,customer26797@example.com,721018503,2182.27,32,13,1
CUST126799,57,Female,Bloemfontein,9/12/2023,customer26798@example.com,721018334,1512.43,51,23,24
CUST126800,21,Male,Johannesburg,6/10/2023,customer26799@example.com,721025570,6579.81,72,18,29
CUST126801,37,Non-binary,Pretoria,8/18/2023,customer26800@example.com,721009538,1967.81,27,7,10
CUST126802,58,Non-binary,Cape Town,12/22/2023,customer26801@example.com,721014835,258.786,3,0,3
CUST126803,35,Male,Cape Town,12/21/2023,customer26802@example.com,721021140,2011.72,47,22,19
CUST126804,55,Male,Durban,12/5/2023,customer26803@example.com,721028265,4187.45,46,12,21
CUST126805,21,Female,Bloemfontein,2/18/2023,customer26804@example.com,721013904,1574.81,33,10,13
CUST126806,69,Male,Pretoria,3/16/2023,customer26805@example.com,721016591,3662.1,71,28,22
CUST126807,41,Non-binary,Pretoria,12/4/2023,customer26806@example.com,721015587,503.347,37,8,5
CUST126808,26,Female,Pretoria,2/11/2023,customer26807@example.com,721018178,175.661,3,0,3
CUST126809,56,Female,Pretoria,1/7/2024,customer26808@example.com,721022627,372.315,4,1,3
CUST126810,58,Non-binary,Johannesburg,11/21/2023,customer26809@example.com,721014795,7426.03,97,18,43
CUST126811,64,Female,Pretoria,3/24/2023,customer26810@example.com,721012227,921.456,11,5,4
CUST126812,22,Female,Durban,10/20/2023,customer26811@example.com,721002116,1512.65,60,18,17
CUST126813,54,Male,Cape Town,8/6/2023,customer26812@example.com,721028687,178.812,40,6,8
CUST126814,28,Male,Durban,1/3/2024,customer26813@example.com,721018155,3676.89,72,18,3
CUST126815,20,Male,Cape Town,1/14/2023,customer26814@example.com,721022901,435.035,6,1,1
CUST126816,21,Non-binary,Johannesburg,12/24/2023,customer26815@example.com,721016845,945.203,44,21,2
CUST126817,68,Female,Johannesburg,6/23/2023,customer26816@example.com,721004958,4191.18,50,0,25
CUST126818,23,Male,Johannesburg,3/21/2023,customer26817@example.com,721003387,1349.74,56,0,14
CUST126819,33,Male,Durban,1/6/2024,customer26818@example.com,721024043,890.35,22,1,8
CUST126820,20,Female,Cape Town,1/23/2024,customer26819@example.com,721030422,2918.7,61,30,29
CUST126821,69,Female,Bloemfontein,7/22/2023,customer26820@example.com,721011410,6818.38,72,28,43
CUST126822,70,Non-binary,Pretoria,1/10/2024,customer26821@example.com,721016644,1802.81,75,14,21
CUST126823,47,Non-binary,Cape Town,5/3/2023,customer26822@example.com,721025770,3206.35,88,24,61
CUST126824,21,Non-binary,Bloemfontein,6/25/2023,customer26823@example.com,721011524,224.317,18,8,2
CUST126825,63,Male,Durban,4/23/2023,customer26824@example.com,721013355,4608.85,60,12,44
CUST126826,63,Female,Cape Town,12/11/2023,customer26825@example.com,721005182,5372.76,54,10,0
CUST126827,69,Female,Durban,11/11/2023,customer26826@example.com,721002030,5054.52,73,15,11
CUST126828,57,Male,Durban,4/18/2023,customer26827@example.com,721016256,1070.5,74,35,22
CUST126829,32,Male,Bloemfontein,12/23/2023,customer26828@example.com,721026155,156.059,2,1,0
